NIM,Submisike,Artis,Judul,Lirik
1301180034,5,Peter Cetera,Glory of Love,"Tonight it's very clear, as we're both standing here
there's so many things I want to say
I will always love you, I will never leave you alone
Sometimes I just forget, say things I might regret
it breaks my heart to see you crying
I don't want to lose you
I could never make it alone
I am a man who would fight for your honor
I'll be the hero you're dreaming of
We'll live forever, knowing together
that we did it all for the glory of love
You keep me standing tall, you help me through it all
I'm always strong when you're beside me
I have always needed you
I could never make it alone
I am a man who would fight for your honor
I'll be the hero you're dreaming of
We'll live forever, knowing together
that we did it all for the glory of love
Just like a knight in shining armor
from a long time ago
Just in time I will save the day
take you to my castle far away
I am a man who would fight for your honor
I'll be the hero you're dreaming of
We'll live forever, knowing together
that we did it all for the glory of love
We'll live forever, knowing together
that we did it all for the glory of love"
1301180034,6,Foreigner,I Don't Want to Live Without You,"I find myself in a strange situation
And I don't know how
What seemed to be an infatuation
Is so different now
I can't get by if we're not together
Ooh can't you see
Girl, I want you now and forever
Close to me
I'm longing for the time
I'm longing for the day
Hoping that you will promise to be mine
And never go away
I don't want to live without you
I don't want to live without you
I could never live without you
Live without your love
I ask myself but there's no explanation
For the way I feel
I know I've reached the right destination
And I know it's real
I'm longing for the time
I'm longing for the day
When I'll be giving you this heart of mine
Believe me when I say
I don't want to live without you
I don't want to live without you
I could never live without you
Live without your love
Now I don't want to live without you
I don't want to live without you
I could never be without you
Be without your love
I don't want to live without you
Live without your love
(Live without your love)
Live without your love
(Live without your love)
You see I'm lost without your love
(Live without your love) oh, oh
"
1301180034,7,Chicago,If You Leave Me Now,"If you leave me now
You'll take away the biggest part of me
Ooh-ooh, no, baby please don't go
And if you leave me now
You'll take away the very heart of me
Ooh-ooh, no, baby please don't go
Ooh-ooh, girl, I just want you to stay
A love like ours is love that's hard to find
How could we let it slip away?
We've come too far to leave it all behind
How could we end it all this way?
When tomorrow comes and we'll both regret
The things we said today
A love like ours is love that's hard to find
How could we let it slip away?
We've come too far to leave it all behind
How could we end it all this way?
When tomorrow comes and we'll both regret
The things we said today
If you leave me now
You'll take away the biggest part of me
Ooh-ooh, no, baby please don't go
Ooh, girl, just got to have you by my side
Ooh-ooh, no, baby please don't go
Ooh, my, my, I just got to have your loving (hey, hey)
"
1301180034,8,Lionel Richie,Stuck On You,"Stuck on you
I've got this feeling down deep in my soul that I just can't lose
Guess I'm on my way
Needed a friend
And the way I feel now I guess I'll be with you 'til the end
Guess I'm on my way
Mighty glad you stayed
I'm stuck on you
Been a fool too long I guess it's time for me to come on home
Guess I'm on my way
So hard to see
That a woman like you could wait around for a man like me
Guess I'm on my way
Mighty glad you stayed
Oh, I'm leaving on that midnight train tomorrow
And I know just where I'm going
I've packed up my troubles and I've thrown them all away
'Cause this time little darling
I'm coming home to stay
I'm stuck on you
I've got this feeling down deep in my soul that I just can't lose
Guess I'm on my way
Needed a friend
And the way I feel now I guess I'll be with you 'til the end
Guess I'm on my way
I'm mighty glad you stayed
I'm mighty glad you stayed"
1301180034,9,Bee Gees,How Deep Is Your Love,"I know your eyes in the morning sun
I feel you touch me in the pouring rain
And the moment that you wander far from me
I wanna feel you in my arms again
And you come to me on a summer breeze
Keep me warm in your love, then you softly leave
And it's me you need to show
How deep is your love?
How deep is your love?
How deep is your love?
I really mean to learn
'Cause we're living in a world of fools
Breaking us down when they all should let us be
We belong to you and me
I believe in you
You know the door to my very soul
You're the light in my deepest, darkest hour
You're my savior when I fall
And you may not think I care for you
When you know down inside that I really do
And it's me you need to show
How deep is your love?
How deep is your love?
How deep is your love?
I really mean to learn
'Cause we're living in a world of fools
Breaking us down when they all should let us be
We belong to you and me
Na-na-na-na-na
Na-na-na-na-na-na-na-na
Na-na-na-na-na-na-na-na-na
Na-na-na-na-na-na-na
And you come to me on a summer breeze
Keep me warm in your love, then you softly leave
And it's me you need to show
How deep is your love?
How deep is your love?
How deep is your love?
I really mean to learn
'Cause we're living in a world of fools
Breaking us down when they all should let us be
We belong to you and me (na-na-na-na-na)
How deep is your love?
How deep is your love?
I really mean to learn
'Cause we're living in a world of fools
Breaking us down when they all should let us be
We belong to you and me (na-na-na-na-na)
How deep is your love?
How deep is your love?
I really mean to learn
'Cause we're living in a world of fools
Breaking us down when they all should let us be
We belong to you and me
"
1301180034,10,Bryan Adams,(Everything I Do) I Do It For You,"Look into my eyes
You will see
What you mean to me
Search your heart
Search your soul
And when you find me there
You'll search no more
Don't tell me it's not worth tryin' for
You can't tell me it's not worth dyin' for
You know it's true
Everything I do
I do it for you
Look into your heart
You will find
There's nothin' there to hide
Take me as I am
Take my life
I would give it all
I would sacrifice
Don't tell me it's not worth fightin' for
I can't help it, there's nothin' I want more
You know it's true
Everything I do
I do it for you
There's no love
Like your love
And no other
Could give more love
There's nowhere
Unless you're there
All the time
All the way, yeah
Look into your heart, baby
Oh, you can't tell me it's not worth tryin' for
I can't help it, there's nothin' I want more
Yeah, I would fight for you
I'd lie for you
Walk the wire for you
Yeah, I'd die for you
You know it's true
Everything I do
Oh
I do it for you
Everything I do, darling
And we'll see it through
Oh, we'll see it through
Oh yeah
Yeah
Search your heart
Search your soul
You can't tell me it ain't worth dying for
Oh yeah
I'll be there, yeah
I'd walk the wire for you
I will die for you
Oh yeah
I would die for you
I'm going all the way, all they way, yeah"
1301184045,1,John Mayer,Gravity,"Gravity is working against me
And gravity wants to bring me down
Oh, I'll never known what makes this man
With all the love that his heart can stand
Dream of ways to throw it all away
Whoa, gravity is working against me
And gravity wants to bring me down
Oh, twice as much ain't twice as good
And can't sustain like one half could
It's wanting more that's gonna send me to my knees
Oh twice as much ain't twice as good
And can't sustain like one half could
It's wanting more that's gonna send me to my knees
Whoa, gravity, stay the hell away from me
Whoa, gravity has taken better men than me
Now how can that be?
Just keep me where the light is
Just keep me where the light is
Just keep me where the light is
Come on keep me where the light is
Come on keep me where, keep me where the light is.
"
1301184045,2,John Mayer,Queen of California,"Goodbye cold, goodbye rain
Goodbye sorrow, goodbye shame
I'm headed out west with my headphones on
Boarded a flight with a song in the back of my soul
And no one knows
I just found out her ghost left town
The Queen of California is stepping down, down
Hello beauty, hello strange
Hello wonder, what's your name?
Looking for the sun that Neil Young hung
After the gold rush of 1971
I just found out her ghost left town
The Queen of California is stepping down, down
If you see her say, ""Hello""
Just don't tell me, ""I told you so""
Joni wrote Blue in her house by the sea
I gotta believe there's another color waiting on me
To set me free
I just found out her ghost left town
The Queen of California is stepping down, down
"
1301184045,3,Queen,We Are The Champions,"I've paid my dues
Time after time
I've done my sentence
But committed no crime
And bad mistakes
I've made a few
I've had my share of sand
Kicked in my face
But I've come through
And we mean to go on and on and on and on
We are the champions, my friends
And we'll keep on fighting till the end
We are the champions
We are the champions
No time for losers
'Cause we are the champions of the World
I've taken my bows
And my curtain calls
You brought me fame and fortune
And everything that goes with it
I thank you all
But it's been no bed of roses
No pleasure cruise
I consider it a challenge before
The human race
And I ain't gonna lose
And we mean to go on and on and on and on
We are the champions, my friends
And we'll keep on fighting till the end
We are the champions
We are the champions
No time for losers
'Cause we are the champions of the World
We are the champions, my friends
And we'll keep on fighting till the end
We are the champions
We are the champions
No time for losers
'Cause we are the champions of the World"
1301184045,4,Queen,Killer Queen,"She keeps her Moet et Chandon
In her pretty cabinet
""Let them eat cake"", she says
Just like Marie Antoinette
A built-in remedy
For Khrushchev and Kennedy
At anytime an invitation
You can't decline
Caviar and cigarettes
Well versed in etiquette
Extraordinarily nice
She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind
Anytime
Recommended at the price
Insatiable an appetite
Wanna try?
To avoid complications
She never kept the same address
In conversation
She spoke just like a baroness
Met a man from China
Went down to Geisha Minah
Then again incidentally
If you're that way inclined
Perfume came naturally from Paris (naturally)
For cars she couldn't care less
Fastidious and precise
She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind
Anytime
Drop of a hat she's as willing as
Playful as a pussy cat
Then momentarily out of action
Temporarily out of gas
To absolutely drive you wild, wild
She's all out to get you
She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind
Anytime
Recommended at the price
Insatiable an appetite
Wanna try?
You wanna try"
1301184045,5,John Mayer,Slow Dancing in a Burning Room,"It's not a silly little moment
It's not the storm before the calm
This is the deep and dying breath of
This love that we've been working on
Can't seem to hold you like I want to
So I can feel you in my arms
Nobody's gonna come and save you
We pulled too many false alarms
We're going down
And you can see it too
We're going down
And you know that we're doomed
My dear
We're slow dancing in a burning room
I was the one you always dreamed of
You were the one I tried to draw
How dare you say it's nothing to me?
Baby, you're the only light I ever saw
I'll make the most of all the sadness
You'll be a bitch because you can
You try to hit me just to hurt me
So you leave me feeling dirty
'Cause you can't understand
We're going down
And you can see it too
We're going down
And you know that we're doomed
My dear
We're slow dancing in a burning room
Go cry about it, why don't you?
Go cry about it, why don't you?
Go cry about it, why don't you?
My dear, we're slow dancing in a burning room
Burning room
Burning room
Don't you think we oughta know by now?
Don't you think we should have learned somehow?
Dont you think we oughta know by now?
Dont you think we should have learned somehow?
Don't you think we oughta know by now?
Don't you think we should have learned somehow?"
1301184045,6,Westlife,My Love,"An empty street, an empty house
A hole inside my heart
I'm all alone, the rooms are getting smaller
I wonder how, I wonder why
I wonder where they are
The days we had, the songs we sang together
Oh, yeah
And oh, my love
I'm holding on forever
Reaching for the love that seems so far
So, I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again, my love
Overseas, from coast to coast
To find a place I love the most
Where the fields are green
To see you once again
My love
I try to read, I go to work
I'm laughing with my friends
But I can't stop to keep myself from thinking, oh no
I wonder how, I wonder why
I wonder where they are
The days we had, the songs we sang together, oh, yeah
And oh, my love
I'm holding on forever
Reaching for the love that seems so far
So, I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you l once again, my love
Overseas, from coast to coast
To find a place I love the most
Where the fields are green
To see you once again
To hold you in my arms
To promise you my love
To tell you from the heart
You're all I'm thinking of
I'm reaching for the love that seems so far
So, I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again, my love
Overseas, from coast to coast
To find the place I love the most
Where the fields are green
To see you once again
(My love)
Say a little prayer (my sweet love)
Dreams will take me there
Where the skies are blue (woah, yeah)
To see you once again
Overseas, from coast to coast
To find the place I love the most
Where the fields are green
To see you once again
My love"
1301184045,7,Gary Moore,Still got the blues,"Used to be so easy to give my heart away
But I found out the hard way
There's a price you have to pay
I found out that love was no friend of mine
I should have known time after time
So long, it was so long ago
But I've still got the blues for you
Used to be so easy to fall in love again
But I found out the hard way
It's a road that leads to pain
I found that love was more than just a game
You're playin' to win, but you lose just the same
So long, it was so long ago
But I've still got the blues for you
So many years since I've seen your face
Here in my heart, there's an empty space
Where you used to be
So long, it was so long ago
But I've still got the blues for you
Though the days come and go
There is one thing I know
I've still got the blues for you
"
1301184045,8,Dream Theater,The Spirit Carries on,"Where did we come from?
Why are we here?
Where do we go when we die?
What lies beyond
And what lay before?
Is anything certain in life?
They say, life is too short
The here and the now
And you're only given one shot
But could there be more
Have I lived before
Or could this be all that we've got?
If I die tomorrow
I'd be all right
Because I believe
That after we're gone
The spirit carries on
I used to be frightened of dying
I used to think death was the end
But that was before
I'm not scared anymore
I know that my soul will transcend
I may never find all the answers
I may never understand why
I may never prove
What I know to be true
But I know that I still have to try
If I die tomorrow
I'd be alright
Because I believe
That after we're gone
The spirit carries on
Move on, be brave
Don't weep at my grave
Because I am no longer here
But please never let
Your memory of me disappear
Safe in the light that surrounds me
Free of the fear and the pain
My questioning mind
Has helped me to find
The meaning in my life again
Victoria's real
I finally feel
At peace with the girl in my dreams
And now that I'm here
It's perfectly clear
I found out what all of this means
If I die tomorrow
I'd be alright
Because I believe
That after we're gone
The spirit carries on"
1301184045,9,Rolling Stones,As Tears go by,"It is the evening of the day
I sit and watch the children play
Smiling faces I can see
But not for me
I sit and watch
As tears go by
My riches can't buy everything
I want to hear the children sing
All I hear is the sound
Of rain falling on the ground
I sit and watch
As tears go by
It is the evening of the day
I sit and watch the children play
Doing things I used to do
They think are new
I sit and watch
As tears go by"
1301184045,10,Queen,Love of my life,"Love of my life, you've hurt me
You've broken my heart
And now you leave me
Love of my life, can't you see?
Bring it back, bring it back
Don't take it away from me
Because you don't know
What it means to me
Love of my life, don't leave me
You've taken my love
And now desert me
Love of my life, can't you see?
Bring it back, bring it back
Don't take it away from me
Because you don't know
What it means to me
You will remember
When this is blown over
And everything's all by the way
When I grow older
I will be there at your side
To remind you how I still love you
I still love you
Back, hurry back
Please, bring it back home to me
Because you don't know
What it means to me
Love of my life
Love of my life
Ooh, ooh
"
1301208530,1,Justin Bieber Feat. The Kid LAROI,Stay,"I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
Know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey (oh)
I get drunk, wake up, I'm wasted still
I realize the time that I wasted here
I feel like you can't feel the way I feel
Oh, I'll be fucked up if you can't be right here
Oh-oh-oh-whoa (oh-oh-whoa, oh-oh-whoa)
Oh-oh-oh-whoa (oh-oh-whoa, oh-oh-whoa)
Oh-oh-oh-whoa (oh-oh-whoa, oh-oh-whoa)
Oh, I'll be fucked up if you can't be right here
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
Know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you that I never would
I told you I'd change even when I knew I never could
Know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
When I'm away from you, I miss your touch (ooh-ooh)
You're the reason I believe in love
It's been difficult for me to trust (ooh-ooh)
And I'm afraid that I'ma fuck it up
Ain't no way that I can leave you stranded
'Cause you ain't ever left me empty-handed
And you know that I know that I can't live without you
So, baby, stay
Oh-oh-oh-whoa (oh-oh-whoa, oh-oh-whoa)
Oh-oh-oh-whoa (oh-oh-whoa, oh-oh-whoa)
Oh-oh-oh-whoa (oh-oh-whoa, oh-oh-whoa)
I'll be fucked up if you can't be right here
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
Know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you that I never would
I told you I'd change even when I knew I never could
Know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
Oh-oh-oh
I need you to stay, need you to stay, hey"
1301208530,2,New Hope Club & Danna Paola,Know Me Too Well,"Ah-ah, ah-ah (ah-ah, ah-ah)
I spend my weekends tryna get you off
My mind again, but I can't make it stop
I'm tryna pretend I'm good, but you can tell (good but you can tell)
You're right, I shoulda text you goodnight
I shoulda given more time
I wish I had've known this before
Now I'm replaying our goodbye
But it wasn't a goodbye
And I still hear you slamming the door
Try to hit you up, but you've had enough
You're screaming down the phone
""You don't know what you lost""
I say, ""I'm fine, "" I didn't care that much
But I realize when you hang up, I messed this up
I spend my weekends tryna get you off
My mind again, but I can't make it stop
I'm tryna pretend I'm good, but you can tell (uh)
'Cause you know me too, you know me too well
Ah-ah-ah-ah
You know me too well
Ah-ah-ah-ah
Lo puedo dejar para mí, jamás volverte a llamar
But baby no puedo engañarme a mí misma, no
Porque cada vez que me oyes, yo sé que tú me lees
Lo mejor será dejarte ir, y olvidarte
Try to hit you up, but he had enough
Just screaming down the phone
""You don't know what you lost""
I say, ""I'm fine, "" I didn't care that much
But I realise when you hang up, I messed this up
I spend my weekends tryna get you off
My mind again, but I can't make it stop
I'm tryna pretend I'm good, but you can tell (uh)
'Cause you know me too, you know me too well
Ah-ah-ah-ah
You know me too well
Ah-ah-ah-ah
Oh, if we could take it back
Baby, if I could, then I would (I would)
I would give you all I have
Baby, if I could, then I would (I would)
I spend my weekends tryna get you off
My mind again, I can't make it stop
Tryna pretend I'm good, but you can tell
Mm, I'm not
I spend my weekends tryna get you off
My mind again, but I can't make it stop
I'm tryna pretend I'm good, but you can tell
'Cause you know me, you know me too well (you know me too well)
Ah-ah-ah-ah
You know me too well
Ah-ah-ah-ah
You know me too well
Ah-ah-ah-ah
You know me too well
Ah-ah-ah-ah
Solo tú me conoces tan bien
"
1301208530,3,Olivia Rodrigo,Happier,"We broke up a month ago
Your friends aren't mine, you know, I know
You've moved on, found someone new
One more girl who brings out the better in you
And I thought my heart was attached
For all the sunlight of our past
But she's so sweet, she's so pretty
Does she mean you forgot about me?
Oh, I hope you're happy, but not like how you were with me
I'm selfish, I know, I can't let you go
So find someone great but don't find no one better
I hope you're happy, but don't be happier
And do you tell her she's the most beautiful girl you've ever seen?
An eternal love bullshit you know you'll never mean
Remember when I believed you meant it when you said it first to me?
And now I'm pickin' her apart
Like cuttin' her down make you miss my wretched heart
But she's beautiful, she looks kind, she probably gives you butterflies
I hope you're happy, but not like how you were with me
I'm selfish, I know, I can't let you go
So find someone great but don't find no one better
I hope you're happy, I wish you all the best, really
Say you love her, baby, just not like you loved me
And think of me fondly when your hands are on her
I hope you're happy, but don't be happier
Ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh, ooh-ooh-ooh
I hope you're happy, just not like how you were with me
I'm selfish, I know, can't let you go
So find someone great, don't find no one better
I hope you're happy, but don't be happier"
1301208530,4,Bruno Mars,Talking to the moon,"I know you're somewhere out there
Somewhere far away
I want you back, I want you back
My neighbors think I'm crazy
But they don't understand
You're all I had, you're all I had
At night, when the stars light up my room
I sit by myself
Talking to the moon
Trying to get to you
In hopes you're on the other side talking to me too
Or am I a fool who sits alone talking to the moon?
Oh-oh
I'm feeling like I'm famous, the talk of the town
They say I've gone mad
Yeah, I've gone mad
But they don't know what I know
'Cause when the sun goes down, someone's talking back
Yeah, they're talking back, oh
At night, when the stars light up my room
I sit by myself
Talking to the moon
Trying to get to you
In hopes you're on the other side talking to me too
Or am I a fool who sits alone talking to the moon?
Ah-ah, ah-ah, ah-ah
Do you ever hear me calling?
(Ah-ah, ah-ah, ah-ah) oh-oh-oh, oh-oh-oh
'Cause every night, I'm talking to the moon
Still trying to get to you
In hopes you're on the other side talking to me too
Or am I a fool who sits alone talking to the moon?
Oh-oh
I know you're somewhere out there
Somewhere far away"
1301208530,5,Slander ft. Dylan Matthew,Love is gone,"Don't go tonight
Stay here one more time
Remind me what it's like, oh
And let's fall in love one more time
I need you now by my side
It tears me up when you turn me down
I'm begging please, just stick around
I'm sorry, don't leave me, I want you here with me
I know that your love is gone
I can't breathe, I'm so weak, I know this isn't easy
Don't tell me that your love is gone
That your love is gone
I'm sorry, don't leave me, I want you here with me
I know that your love is gone
I can't breathe, I'm so weak, I know this isn't easy
Don't tell me that your love is gone
That your love is gone
Don't tell me that your love is gone
That your love is gone
Don't tell me that your love is gone
That your love is gone
That your love is gone
I know this isn't easy (easy)
That your love is gone"
1301208530,6,Dhruv,Double Take,"I could say I never dare
To think about you in that way, but
I would be lyin'
And I pretend I'm happy for you
When you find some dude to take home
But I won't deny that
In the midst of the crowds
In the shapes in the clouds
I don't see nobody but you
In my rose-tinted dreams
Wrinkled silk on my sheets
I don't see nobody but you
Boy, you got me hooked onto something
Who could say that they saw us coming?
Tell me
Do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me
Do you feel the love?
And I could say I never unzipped
Those blue Levi's inside my head
But that's far from the truth
Don't know what's come over me
It seems like yesterday when I said
""We'll be friends forever""
Constellations of stars
Murals on city walls
I don't see nobody but you
You're my vice, you're my muse
You're a nineteenth floor view
I don't see nobody but you
Boy, you got me hooked onto something
Who could say that they saw us coming?
Tell me
Do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me
Do you feel the love?
Boy, you got me hooked onto something
Who could say that they saw us coming?
Tell me
Do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me
Do you feel the love?
Do you feel the love?
Do you feel the love?
Do you feel the love?
Do you feel the love?
Feel the love
Do you feel the love?"
1301208530,7,Sezairi,It's you,"Here we are under the moonlight
I'm the one without a dry eye
'Cause you look amazing
I'm sorry for whatever I've caused
Before today I knew I felt lost
But now you're my lady
So take my hand now, see me
'Cause you've made me into this man
I promise I'll treasure you, girl
You're all that I've needed
Completing my world
You
You're my love, my life, my beginning
And I'm just so stoked I got you
Girl, you are the piece I've been missing
Remembering now
All the times I've been alone, showed me the way
Led me here, led me home
Right through that door straight to you
You're my love, my life, my beginning
It's you
Someone needs to come and pinch me now
I just can't believe what I have found
Standing here by me
Giving me the greatest gift you can
Saying yes and now our life begin
Choosing you daily
So take my hand now, see me
'Cause you've made me into this man
I promise I'll treasure you, girl
You're all that I've needed (all that I need)
Completing my world
You
You're my love, my life, my beginning
And I'm just so stoked I got you
Girl, you are the piece I've been missing
Remembering now
All the times I've been alone, showed me the way
Led me here, led me home
Right through that door straight to you
You're my love, my life, my beginning
It's you
I will never give up on you, girl
Treat you right every night
Make my move, just for you
Wanna do, do this right
You
You're my love, my life, my beginning
And I'm just so stoked I got you
Girl, you are the piece I've been missing
Remembering now
All the times I've been alone, showed me the way (you showed me)
Led me here, led me home
Right through that door straight to you
You're my love, my life, my beginning
It's you"
1301208530,8,Yahya,Keep You Safe,"I can't show you how to love yourself
But I promise you
I'll be the one by your side
I won't tell you the truth about love
It's so difficult for me
Babe, I don't want you to get hurt
When I first met you
I knew that we can be
Together forever
Night we spent so long
Until you're asleep
On my lip
'Cause I, I've
Been waiting
For this so long, oh, long
And I, I
Will always keep you safe
If we ever get into a fight
Listen to me, babe
Don't let it take over us
If you miss the way we used to be
Put us on the phone, instead
Of you just cryin' all night
When I first met you
I knew that we can be
Together forever
Night we spent so long
Until you're asleep
On my lip
'Cause I, I've
Been waiting
For this so long, oh, long
And I, I
Will always keep you safe"
1301208530,9,Maneskin,Beggin',"Put your loving hand out, baby
'Cause I'm beggin'
I'm beggin', beggin' you
So, put your loving hand out, baby
I'm beggin', beggin' you
So, put your loving hand out, darling
Riding high, when I was king
I played it hard and fast, 'cause I had everything
I walked away, but you warned me then
But easy come, and easy go, and it would end
So, any time I bleed, you let me go
Yeah, any time I feed, you get me know
Any time I seek, you let me know
But I plan and see, just let me go
I'm on my knees while I'm beggin'
'Cause I don't want to lose you
Hey yeah, ratatata
'Cause I'm beggin', beggin' you
And put your loving hand out, baby
I'm beggin', beggin' you
And put your loving hand out, darling
I need you to understand
Tried so hard to be your man
The kind of man you want in the end
Only then can I begin to live again
An empty shell
I used to be
The shadow of my life was hanging over me
A broken man
That I don't know
Won't even stand the devil's chance to win my soul
What we doing? What we chasing?
Why the bottom? Why the basement?
Why we got good shit, don't embrace it?
Why the feel for the need to replace me?
You're the wrong way track from the good
I want to paint a picture telling where we could be at
Like a heart ain't attached the way it should
You can give it away, you had, and you took the pay
But I keep walking on
Keep opening doors
Keep hoping for
That the call is yours
Keep calls on hold
'Cause I don't wanna live in a broken home
Girl, I'm begging
Mmm, ye-e-e-ah
I'm beggin', beggin' you
So, put your loving hand out, baby
I'm beggin', beggin' you
So, put your loving hand out, darling
I'm fighting hard
To hold my own
Just can't make it all alone
I'm holding on
I can't fall back
I'm just a calm 'bout to fade to black
I'm beggin', beggin' you
Put your loving hand out, baby
I'm beggin', beggin' you
So, put your loving hand out, darling
I'm beggin', beggin' you
So, put your loving hand out, baby
I'm beggin', beggin' you
So, put your loving hand out, darling
I'm beggin', beggin' you
So, put your loving hand out, baby
I'm beggin', beggin' you
So, put your loving hand out"
1301208530,10,Lil Tjay & 6lack,Calling my phone,"Steady callin' my phone
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back
But trust me, you're gon' hold that
Hold that (mmh, mmh)
Get you off my mind now
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now (mmh, mmh)
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now (mmh, mmh)
I ain't tryna play these game no more
I don't wanna be textin' your name no more
I ain't tryna feel this pain no more
And I'm sorry but my feelings ain't the same no more (no)
Used to be my homie, you ain't gang no more (no)
I am not a nigga you could claim you no more (no)
Traumatized, hoping it don't rain no more
You done put me through some things that done changed my aura
Now all around the world, I explore, no Dora
New bitch, I might drip out and Dior her
Ass fat, shawty straight heat, no Florida
Bad and she know it, for herself, I applaud her
No needs, yeah, I'm talkin' my boo
So please, leave 'lone, I'm through
And it's all 'cause of what you started
I been told you I won't lose (mmh)
Steady callin' my phone (brrt)
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back (go back)
But trust me, you're gon' hold that
Hold that (mmh, mmh)
Get you off my mind now (ooh, wow)
I can't get you off my mind now (yeah, yeah)
I can't get you off my mind now (my mind)
I can't get you off my mind now (mmh, mmh, alright)
I can't get you off my mind now (whoa)
I can't get you off my mind now (whoa)
I can't get you off my mind now (yeah)
I can't get you off my mind now (mmh, mmh)
I ain't tryna play no games, my love
I'm one of a kind, couldn't fake, my love
Earthquake, make somethin' shake, my love
Most of 'em can't even relate, my love
Used to be gang, oh, now you're not gang
Used to have fun, no, now you got shame
Used to catch flights but now I'm not playin'
Play on words, she love it when a nigga sing
I ain't tryna play your game no more
No, you can't wear my chain no more
We are not a thing, can't take no more
Waitin' on your king, you could wait some more
'Cause yeah, I remember days when I used to adore her
Funny how this shit just flipped like a quarter
Get a new thing, I'ma Fendi and Dior her
Get a mood swing, I'll be gone by tomorrow
Steady callin' my phone (brrt)
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back (I won't go back, no)
But trust me, you're gon' hold that (hold that)
Hold that (mmh, mmh)
Get you off my mind now (mind)
I can't get you off my mind now (mind)
I can't get you off my mind now (mind)
I can't get you off my mind now (mmh, mmh, mind)
I can't get you off my mind now (mind)
I can't get you off my mind now (mind)
I can't get you off my mind now (yeah)
I can't get you off my mind now( mmh, mmh)
I can't
"
1301184073,1,Jarryd James,1000x,"Even if I'm leaving you at the door
Even when I know that you're never lonely
Harder than imagined
Harder when it's cold
Even when I'm playing in the fire
Even when I'm doing it for all my life
Harder than imagined
Harder when I let it go
Tell me that love is enough
That seas will be parted for us
Tell me that love is, ooh
In another lifetime
I would never change my mind
I would do it again
Ooh, a thousand times
Just to let you in here
Where you make me lose my mind
In another life I'd do it all again
A thousand times
Never would I ever let my love escape
Never keep you from the promises I gave you
Further than imagined
Further than we've ever known
Tell me that love is enough
That seas will be parted for us
Tell me that love is, ooh
In another lifetime
I would never change my mind
I would do it again
Ooh, a thousand times
Just to let you in here
Where you make me lose my mind
In another life I'd do it all again
A thousand times
Ooh, ooh, (In another life I'd do it all again)
Ooh, ooh, ooh
In another life I'd do it all again a thousand times
In another lifetime
I would never change my mind
I would do it again
Ooh, a thousand times
Just to let you in here
Where you make me lose my mind
In another life I'd do it all again
A thousand times"
