NIM,Submisike,Artis,Judul,Lirik
1301208570,9,Juice WRLD,Come and Go,"Whoa
Uh
Oh
(Mello made it right)
I try to be everything that I can
But sometimes I come out as bein' nothin'
I try to be everything that I can
But sometimes I come out as bein' nothin'
I pray to God that He make me a better man, uh
Maybe one day, I'ma stand for somethin'
I'm thankin' God that He made you part of the plan
I guess I ain't go through all that Hell for nothin'
I'm always fuckin' up and wreckin' shit, it seems like I perfected it
I offer you my love, I hope you take it like some medicine
You tell me, ain't nobody better than me, I think that there's better than me
Hope you see the better in me, always end up betterin' me
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
We take drugs, then you hold me close
Then I tell you how you make me whole
Sometimes, I feel you like bein' alone
Then you tell me that I shoulda stayed in the room
Guess I got it all wrong, all along, my fault
My mistakes probably wipe all the rights I've done
Sayin' goodbye to bygones, those are bygones
Head up, baby, stay strong, we gon' live long
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
I don't wanna ruin this one
This type of love don't always come and go
"
1301208570,10,Anne-Marie,Alarm,"You lay here with me, you're shuttin' down
I smell her on you, I'm focused now
I know what's goin' on in your head, yeah
I know what's happened here in our bed, yeah
Your phone is buzzin', so pick it up
I know she callin', so what the fuck, ah?
I should've known a cheat stays a cheater
So here we are

And there goes the alarm ringin' in my head
Like somebody said, ""Don't you trust him?"" No.
Textin' from his ex, what did you expect?
Now you're lyin' here knowin' where he goes
Now he got that itch
Karma is a bitch, yeah
Same way that they come that's the way they go
Now he got that itch
Rewindin' the picture
There goes the alarm and the sirens go

There goes the alarm

I saw it comin', I let it go
My girls will tell me, ""I told you so.""
But I was so intrigued by your style, boy
Always been a sucker for a wild boy
I'm better than this, I know my worth
I might be gettin' what I deserve
But I ain't stickin' 'round for the rerun
What's done is done

And there goes the alarm ringin' in my head
Like somebody said, ""Don't you trust him?"" No.
Textin' from his ex, what did you expect?
Now you're lyin' here knowin' where he goes
Now he got that itch
Karma is a bitch, yeah
Same way that they come that's the way they go
Now he got that itch
Rewindin' the picture
There goes the alarm and the sirens go

There goes the alarm
Now he got that itch
Same way that they go
Now he got that itch
There goes the alarm, yeah
Same way that they go
Now he got that itch, yeah

Bang bang, two shots fired
Man down, one fool, one liar
Ring ring, trust gone missin'
House on fire, house on fire
Bang bang, two shots fired
Man down, one fool, one liar
Ring ring, trust gone missin'
House on fire

And there goes the alarm ringin' in my head
Like somebody said, ""Don't you trust him?"" No.
Textin' from his ex, what did you expect?
Now you're lyin' here knowin' where he goes
Now he got that itch
Karma is a bitch, yeah
Same way that they come that's the way they go
Now he got that itch
Rewindin' the picture
There goes the alarm and the sirens go

There goes the alarm
Now he got that itch
There goes the alarm
There goes the alarm
Now he got that itch
There goes the alarm
There goes the alarm"
1301184078,1,The Verve,The Drugs Don't Work,"All this talk of getting old
It's getting me down, my love
Like a cat in a bag, waiting to drown
This time I'm coming down
And I hope you're thinking of me
As you lay down on your side
Now the drugs don't work
They just make you worse but I know I'll see your face again
Now the drugs don't work
They just make you worse
But I know I'll see your face again
But I know I'm on a losing streak
As I pass down by your street
And if you wanna show, then just let me know
And I'll sing in your ear again
Now the drugs don't work
They just make you worse
But I know I'll see your face again
'Cause baby, oh
If heaven falls, I'm coming too
Just like you said
You leave my life, I'm better off dead
All this talk of getting old
It's getting me down, my Lord
Like a cat in a bag, waiting to drown
This time I'm coming down
Now the drugs don't work
They just make you worse but I know I'll see your face again
'Cause baby, oh
If heaven falls, I'm coming too
Just like you said
You leave my life, I'm better off dead
But if you wanna show
Then just let me know and I'll sing in your ear again
Now the drugs don't work
They just make you worse but I know I'll see your face again
Yeah, I know I'll see your face again
Yeah, I know I'll see your face again
Yeah, I know I'll see your face again, oh, Lord
Yeah, I know I'll see your face again, oh, Lord
I'm never coming down now, I'm never coming down
No more, no more, no more, no more, no more
I'm never coming down now, I'm never coming down
No more, no more, no more, no more, no more
I'm never coming down now, I'm never coming down
No more, no more, no more, no more, no more
I'm never coming down now, I'm never coming down
No more, no more, no more, no more, no more
I'm never coming down now, I'm never coming down
No more, no more, no more, no more, no more, no more"
1301184078,2,Radiohead,Fake Plastic Trees,"Her green plastic watering can
For her fake Chinese rubber plant
In the fake plastic earth
That she bought from a rubber man
In a town full of rubber plans
To get rid of itself
It wears her out
It wears her out
It wears her out
It wears her out
She lives with a broken man
A cracked polystyrene man
Who just crumbles and burns
He used to do surgery
For girls in the eighties
But gravity always wins
And it wears him out
It wears him out
It wears him out
It wears
She looks like the real thing
She tastes like the real thing
My fake plastic love
But I can't help the feeling
I could blow through the ceiling
If I just turn and run
And it wears me out
It wears me out
It wears me out
It wears me out
And if I could be who you wanted
If I could be who you wanted
All the time
All the time
"
1301184078,3,Keane,Somewhere Only We Know,"I walked across an empty land
I knew the pathway like the back of my hand
I felt the earth beneath my feet
Sat by the river and it made me complete
Oh simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin
I came across a fallen tree
I felt the branches of it looking at me
Is this the place we used to love?
Is this the place that I've been dreaming of?
Oh simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin
And if you have a minute, why don't we go
Talk about it somewhere only we know?
This could be the end of everything
So why don't we go somewhere only we know?
Somewhere only we know
Oh simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin
And if you have a minute, why don't we go
Talk about it somewhere only we know?
This could be the end of everything
So why don't we go? So why don't we go?
Oh, this could be the end of everything
So why don't we go somewhere only we know?
Somewhere only we know
Somewhere only we know"
1301184078,4,Duran Duran,Ordinary World,"Came in from a rainy Thursday on the avenue
Thought I heard you talking softly
I turned on the lights, the TV, and the radio
Still I can't escape the ghost of you
What has happened to it all?
Crazy, some'd say
Where is the life that I recognize? (Gone away)
But I won't cry for yesterday
There's an ordinary world
Somehow I have to find
And as I try to make my way
To the ordinary world
I will learn to survive
Passion or coincidence once prompted you to say
""Pride will tear us both apart""
Well, now pride's gone out the window
Cross the rooftops, run away
Left me in the vacuum of my heart
What is happening to me?
Crazy, some'd say
Where is my friend when I need you most? (Gone away)
But I won't cry for yesterday
There's an ordinary world
Somehow I have to find
And as I try to make my way
To the ordinary world
I will learn to survive
Ooh-ooh-ooh-ooh
Ahh-ah-ahh
Away-ay, ay-ay-ay-ay
Oh, oh
Papers in the roadside tell of suffering and greed
Fear today, forgot tomorrow
Ooh-ooh
Here besides the news of holy war and holy need
Ours is just a little sorrowed talk
And I don't cry for yesterday
There's an ordinary world
Somehow I have to find
And as I try to make my way
To the ordinary world
I will learn to survive
I will learn to survive
(Any world is my world)
I will learn to survive
(Any world is my world)
(Every world is my world)
"
1301184078,5,Coldplay,Everglow,"Oh, they say people come
Say people go
This particular diamond was extra special
And though you might be gone
And the world may not know
Still I see you, celestial
Like a lion you ran
A goddess you rolled
Like an eagle you circle
In perfect purple
So how come things move on?
How come cars don't slow?
When it feels like the end of my world
When I should, but I can't, let you go?
But when I'm cold, cold
Oh, when I'm cold, cold
There's a light that you give me
When I'm in shadow
There's a feeling you give me, an everglow
Like brothers in blood
Sisters who ride
And we swore on that night
We'd be friends 'til we die
But the changing of winds
And the way waters flow
Life is short as the falling of snow
And now I'm gonna miss you, I know
But when I'm cold, cold
In water rolled, salt
I know that you're always with me
And the way you will show
And you're with me wherever I go
And you give me this feeling
This everglow
Oh, what I would give for just a moment to hold
Yeah, I live for this feeling, it's everglow
So if you love someone
You should let them know
Oh, the light that you left me will everglow
"
1301184078,6,Snow Patrol,Chasing Cars,"We'll do it all
Everything
On our own
We don't need
Anything
Or anyone
If I lay here
If I just lay here
Would you lie with me and just forget the world?
I don't quite know
How to say
How I feel
Those three words
Are said too much
They're not enough
If I lay here
If I just lay here
Would you lie with me and just forget the world?
Forget what we're told
Before we get too old
Show me a garden that's bursting into life
Let's waste time
Chasing cars
Around our heads
I need your grace
To remind me
To find my own
If I lay here
If I just lay here
Would you lie with me and just forget the world?
Forget what we're told
Before we get too old
Show me a garden that's bursting into life
All that I am
All that I ever was
Is here in your perfect eyes, they're all I can see
I don't know where
Confused about how as well
Just know that these things will never change for us at all
If I lay here
If I just lay here
Would you lie with me and just forget the world?
"
1301184078,7,Snow Patrol,Run,"I'll sing it one last time for you
Then we really have to go
You've been the only thing that's right
In all I've done
And I can barely look at you
But every single time I do
I know we'll make it anywhere
Away from here
Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you dear
Louder, louder
And we'll run for our lives
I can hardly speak I understand
Why you can't raise your voice to say
To think I might not see those eyes
Makes it so hard not to cry
And as we say our long goodbyes
I nearly do
Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear
Louder, louder
And we'll run for our lives
I can hardly speak I understand
Why you can't raise your voice to say?
Slower, slower
We don't have time for that
All I want is to find an easier way
To get out of our little heads
Have heart, my dear
We're bound to be afraid
Even if it's just for a few days
Making up for all this mess
Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you dear"
1301184078,8,Audioslave,Like a Stone,"On a cobweb afternoon
In a room full of emptiness
By a freeway I confess
I was lost in the pages
Of a book full of death
Reading how we'll die alone
And if we're good, we'll lay to rest
Anywhere we want to go
In your house, I long to be
Room by room, patiently
I'll wait for you there
Like a stone
I'll wait for you there
Alone
And on my deathbed I will pray
To the gods and the angels
Like a pagan to anyone
Who will take me to heaven
To a place I recall
I was there so long ago
The sky was bruised
The wine was bled
And there you led me on
In your house, I long to be
Room by room, patiently
I'll wait for you there
Like a stone
I'll wait for you there
Alone
Alone
And on I read
Until the day was gone
And I sat in regret
Of all the things I've done
For all that I've blessed
And all that I've wronged
In dreams until my death
I will wander on
In your house, I long to be
Room by room, patiently
I'll wait for you there
Like a stone
I'll wait for you there
Alone
Alone"
1301184078,9,Nirvana,The Man Who Sold The World,"We passed upon the stair
We spoke of was and when
Although I wasn't there
He said I was his friend
Which came as a surprise
I spoke into his eyes
I thought you died alone
A long long time ago
Oh no, not me
We never lost control
You're face to face
With the man who sold the world
I laughed and shook hand
And made my way back home
I searched for form and land
For years and years I roamed
I gazed a gazeless stare
We walked a million hills
I must have died alone
A long, long time ago
Who knows?
Not me
I never lost control
You're face to face
With the man who sold the world
Who knows?
Not me
We never lost control
You're face to face
With the man who sold the world
Thanks, that was a David Bowie song
What's next?
I didn't screw it up, did I?
Okay, but here's another one I could screw up
What is it?
Am I gonna do this by myself?
Yeah, he should do it by himself
Do it by yourself
Okay, well
I think I'll try it in a different key, I'll try it in a normal key
Yeah
If it sounds bad, these people are just gonna have to wait
Do you have a smoke?
Okay"
1301184078,10,The Cure,A Letter To Elise,"Oh Elise it doesn't matter what you say
I just can't stay here every yesterday
Like keep on acting out the same
The way we act out
Every way to smile
Forget
And make-believe we never needed
Any more than this
Any more than this

Oh Elise it doesn't matter what you do
I know I'll never really get inside of you
To make your eyes catch fire
The way they should
The way the blue could pull me in
If they only would
If they only would
At least I'd lose this sense of sensing something else
That hides away
From me and you
There're worlds to part
With aching looks and breaking hearts
And all the prayers your hands can make
Oh I just take as much as you can throw
And then throw it all away
Oh I throw it all away
Like throwing faces at the sky
Like throwing arms round
Yesterday
I stood and stared
Wide-eyed in front of you
And the face I saw looked back
The way I wanted to
But I just can't hold my tears away
The way you do

Elise believe I never wanted this
I thought this time I'd keep all of my promises
I thought you were the girl I always dreamed about
But I let the dream go
And the promises broke
And the make-believe ran out...

Oh Elise
It doesn't matter what you say
I just can't stay here every yesterday
Like keep on acting out the same
The way we act out
Every way to smile
Forget
And make-believe we never needed
Any more than this
Any more than this

And every time I try to pick it up
Like falling sand
As fast as I pick it up
It runs away through my clutching hands
But there's nothing else I can really do
There's nothing else
I can really do
At all..."
1301180016,1,One Direction,Night Changes,"Goin' out tonight, changes into something red
Her mother doesn't like that kind of dress
Everything she never had she's showin' off
Drivin' too fast, moon is breakin' through her hair
She's headin' for somethin' that she won't forget
Havin' no regrets is all that she really wants
We're only gettin' older, baby
And I've been thinkin' about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change me and you
Chasing it tonight, doubts are runnin' 'round her head
He's waitin', hides behind a cigarette
Heart is beatin' loud and she doesn't want it to stop
Movin' too fast, moon is lightin' up her skin
She's fallin', doesn't even know it yet
Havin' no regrets is all that she really wants
We're only gettin' older, baby
And I've been thinkin' about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change me and you
Goin' out tonight, changes into something red
Her mother doesn't like that kind of dress
Reminds her of the missin' piece of innocence she lost
We're only gettin' older, baby
And I've been thinkin' about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change, baby
It will never change, baby
It will never change me and you"
1301180016,2,Adam Levine,Lost Star,"Please, don't see
Just a boy caught up in dreams and fantasies
Please, see me
Reaching out for someone I can't see
Take my hand
Let's see where we wake up tomorrow
Best laid plans
Sometimes are just a one night stand
I'll be damned
Cupid's demanding back his arrow
So let's get drunk on our tears
And, God, tell us the reason
Youth is wasted on the young
It's hunting season and the lambs are on the run
Searching for meaning
But are we all lost stars
Trying to light up the dark?
Who are we?
Just a speck of dust within the galaxy
Woe is me
If we're not careful turns into reality
Don't you dare let our best memories bring you sorrow
Yesterday I saw a lion kiss a deer
Turn the page
Maybe we'll find a brand new ending
Where we're dancing in our tears
And, God, tell us the reason
Youth is wasted on the young
It's hunting season
And the lambs are on the run
Searching for meaning
But are we all lost stars
Trying to light up the dark?
And I thought I saw you out there crying
And I thought I heard you call my name
And I thought I heard you out there crying
Just the same
Oh yeah, yeah yeah yeah yeah
God, give us the reason
Youth is wasted on the young
It's hunting season and this lamb is on the run
Searching for meaning
But are we all lost stars
Trying to light up the dark?
And I thought I saw you out there crying
And I thought I heard you call my name
And I thought I heard you out there crying
But are we all lost stars
Trying to light up the dark?
But are we all lost stars
Trying to light up the dark?"
1301180016,3,Niall Horan,Too Much to Ask,"Waiting here for someone
Only yesterday we were on the run
You smile back at me and your face lit up the sun
Now I'm waiting here for someone
And oh, love, do you feel this rough?
Why's it only you I'm thinking of?
My shadow's dancing
Without you for the first time
My heart is hoping
You'll walk right in tonight
Tell me there are things that you regret
'Cause if I'm being honest I ain't over you yet
It's all I'm asking
Is it too much to ask?
Is it too much to ask?
Someone's moving outside
The lights come on and down the drive
I forget you're not here when I close my eyes
Do you still think of me sometimes?
And oh, love, watch the sun coming up
Don't it feel fucked up we're not in love?
My shadow's dancing
Without you for the first time
My heart is hoping
You'll walk right in tonight
Tell me there are things that you regret
'Cause if I'm being honest I ain't over you yet
It's all I'm asking
Is it too much to ask?
My shadow's dancing
Without you for the first time
My heart is hoping
You'll walk right in tonight
Tell me there are things that you regret
'Cause if I'm being honest I ain't over you yet
My shadow's dancing
Without you for the first time
My heart is hoping
You'll walk right in tonight
Tell me there are things that you regret
'Cause if I'm being honest I ain't over you yet
It's all I'm asking
Is it too much to ask?
It's all I'm asking
Is it too much to ask?
It's all I'm asking
Is it too much to ask?"
1301180016,4,Maroon 5,Won't Go Home Without You,"I asked her to stay but she wouldn't listen
She left before I had the chance to say
Oh
The words that would mend the things that were broken
But now it's far too late, she's gone away

Every night you cry yourself to sleep
Thinking, ""Why does this happen to me?
Why does every moment have to be so hard?""
Hard to believe it

It's not over tonight
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you

The taste of her breath, I'll never get over
The noises that she made kept me awake
Oh
The weight of the things that remained unspoken
Built up so much it crushed us everyday

Every night you cry yourself to sleep
Thinking, ""Why does this happen to me?
Why does every moment have to be so hard?""
Hard to believe it

It's not over tonight
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you

It's not over tonight
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you

Of all the things I felt but never really shown
Perhaps the worst is that I ever let you go
I should not ever let you go, oh oh oh

It's not over tonight
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you

It's not over tonight
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you
And I won't go home without you
And I won't go home without you
And I won't go home without you"
1301180016,5,Meghan Trainor,Just a Friend to You,"Oh, oh, oh
Oh-oh-oh-oh
Why you gotta hug me like that every time you see me?
Why you always making me laugh
Swear you're catching feelings
I loved you from the start
So it breaks my heart
When you say I'm just a friend to you
Cause friends don't do the things we do
Everybody knows you love me too
Tryna be careful with the words I use
I say it cause I'm dying to
I'm so much more than just a friend to you
Mmm, mmm, mmm
When there's other people around
You never wanna kiss me
You tell me it's too late to hang out
And you say you miss me
And I loved you from the start
So it breaks my heart
When you say I'm just a friend to you
Cause friends don't do the things we do
Everybody knows you love me too
Tryna be careful with the words I use
I say it cause I'm dying to
I'm so much more than just a friend to you
You-oh-oh-oh-oh
You-oh-oh-oh-oh
You-oh-oh-oh-oh
You-oh-oh-oh-oh
You say I'm just a friend to you
Friends don't do the things we do
Everybody knows you love me too
I tried to be careful with the words I use
I say it cause I'm dying to
I'm so much more than just a friend to you
A friend to you
A friend to you
A friend to you
"
1301180016,6,Taylor Swift,Style,"Midnight
You come and pick me up, no headlights
Long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you (heard from you)
And I should just tell you to leave 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
So it goes
He can't keep his wild eyes on the road, mm
Takes me home
The lights are off, he's taking off his coat, mm, yeah
I say, ""I heard, oh
That you've been out and about with some other girl, some other girl""
He says, ""What you heard is true, but I
Can't stop thinkin' 'bout you and I""
I said, ""I've been there too a few times""
'Cause you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good girl faith and a tight little skirt (a tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (we never go), we never go out of style
Take me home
Just take me home
Yeah, just take me home
Oh, whoa, oh
(Out of style)
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (now we go), we come back every time
'Cause we never go out of style, we never go out of style"
1301180016,7,Olivia Rodrigo,All I Want,"I found a guy, told me I was a star
He held the door held my hand in the dark
And he's perfect on paper but he's lying to my face
Does he think that I'm the kinda girl who needs to be saved?
And there's one more boy, he's from my past
We fell in love but it didn't last
'Cause the second I figure it out he pushes me away
And I won't fight for love if you won't meet me halfway
And I say that I'm through but this song's still for you
All I want is love that lasts
Is all I want too much to ask?
Is it something wrong with me?
All I want is a good guy
Are my expectations far too high?
Try my best but what can I say
All I have is myself at the end of the day
But shouldn't that be enough for me?
Ooh ooh ooh ooh, ooh ooh
And I miss the days
When I was young and naive
I thought the perfect guy would come and find me
Now happy ever after it don't come so easily
All I want is love that lasts
Is all I want too much to ask?
Is it something wrong with me? Oh
All I want is a good guy
Are my expectations far too high?
Try my best but what can I say
All I have is myself at the end of the day
And all I want is for that to be okay
"
1301180016,8,The Vamps,Somebody to You,"Yeah, you!
Yeah, you!
I used to wanna be
Living like there's only me
But now I spend my time
Thinking 'bout a way to get you off my mind (Yeah, you!)
I used to be so tough
Never really gave enough
And then you caught my eye
Giving me the feeling of a lightning strike (Yeah, you!)
Look at me now, I'm falling
I can't even talk, still stuttering
This ground I'm on, it keeps shaking
Oh, oh, oh, now!
All I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you
All I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you
Everybody's tryna be a billionaire
But every time I look at you, I just don't care
'Cause all I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you (Yeah, you!)
I used to run around
I didn't wanna settle down
But now, I wake each day
Looking for a way that I can see your face (Yeah, you!)
I've got your photograph
But baby, I need more than that
I need to know your lips
Nothing ever mattered to me more than this (Yeah, you!)
Look at me now, I'm falling
I can't even talk, still stuttering
This ground I'm on, it keeps shaking
Oh, oh, oh, now!
All I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you
All I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you
Everybody's tryna be a billionaire
But every time I look at you, I just don't care
'Cause all I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you (Yeah, you!)
Look at me now, I'm fallin'
I can't even talk, still stutterin'
All I wanna be, yeah, all I ever wanna be, yeah, yeah, yeah, yeah
(Yeah, you!)
All I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you
All I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you (Yeah, you!)
All I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you
All I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you (Yeah, you!)
Everybody's trying to be a billionaire
But every time I look at you, I just don't care
'Cause all I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you (Yeah, you!)
'Cause all I wanna be, yeah, all I ever wanna be, yeah, yeah
Is somebody to you (Yeah, you!)
Yeah, you!"
1301180016,9,Kodaline,The One,"Tell me, tell me that you want me
And I'll be yours completely
For better or for worse
I know we'll have our disagreements
Be fighting for no reason
I wouldn't change it for the world
'Cause I knew the first day that I met you
I was never gonna let you
Let you slip away
And I still remember feeling nervous
And tryna find the words to
Get you here today
You make my heart feel like it's summer
When the rain is pouring down
You make my whole world feel so right when it's wrong
That's how I know you are the one
That's why I know you are the one
Life it's easy to be scared of
With you, I am prepared for
What is yet to come
'Cause our two hearts will make it easy
Joining up the pieces
Together, making one
You make my heart feel like it's summer
When the rain is pouring down
You make my whole world feel so right when it's wrong
That's how I know you are the one
That's why I know you are the one
When we are together, you make me feel
Like my mind is free and my dreams are reachable, whoa
You know I never ever believed in love
I believed one day that you would come along, whoa
And free me
You make my heart feel like it's summer
When the rain is pouring down
You make my whole world feel so right when it's wrong
That's how I know you are the one
That's why I know you are the one
That's why I know you are the one
That's how I know you are the one"
1301180016,10,John Park,I'm Always by Your Side ,"When I walk down a road
I don't know well
And I’m full of scare and doubt
I think of you I think of you
And when life shuts me down
And there’s no way to win
Sometimes I just wanna cry
I think of you I think of you

When you called my name
I can see the light
Guiding me home like
The stars in the night
I’ve already known
I’ve already known
I’m lost without your arms around me

I’m always by your side my love
And this love's entirely for you
With you from you
I’m always by your side my love
From now on my everything’s for you
With you from you

When I'm lost in my thoughts
Lying awake in the night
And I need to clear my head
I think of you I think of you
Cause I worry too much
All my fears amplify
Sometimes I just wanna run
I think of you I think of you

Whеn you called my name
I can see the light
Guiding mе home like
The stars in the night
I’ve already known
I’ve already known
I’m lost without your arms around me

I’m always by your side my love
And this love's entirely for you
With you from you
I’m always by your side my love
From now on my everything’s for you
With you from you

There’s no one else I’ve got in this world
How could I live without you
Until the sun cools down we will love
Nothing can stop us no one can hurt us
I’ll be forever in your arms

I’m always by your side my love
And this love's entirely for you
With you from you
I’m always by your side my love
From now on my everything’s for you
With you from you
"
1301184233,1,The Script,Rain,"Woke up this morning, can't shake the thunder from last night
You left with no warning and took the summer from my life
I gave you my everything, now my world it don't seem right
Can we just go back to being us again?
'Cause when I'm sitting in the bar
All the lovers with umbrellas always pass me by
It's like I'm living in the dark
And my heart's turned cold since you left my life
And no matter where I go
Girl, I know if I'm alone, there'll be no blue sky
I don't know what I'm doing wrong
'Cause baby, when you're gone
All it does is rain, rain, rain down on me
Each drop is pain, pain, pain when you leave
It's such a shame we fucked it up, you and me
'Cause baby, when you're gone
All it does is rain
And it feels like, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh
And it feels like, oh-oh-oh-oh-oh-oh
'Cause baby, when you're gone
All it does is rain
Yeah, tried to find shelter here in the arms of someone new
But I'd rather be there under the covers just with you, oh
'Cause you were my everything
Now I don't know what to do
Oh, I'm caught up in the storm
'Cause baby, when you're gone
All it does is rain, rain, rain down on me
Each drop is pain, pain, pain when you leave
It's such a shame we fucked it up, you and me
'Cause baby, when you're gone
All it does is rain
And it feels like, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh
And it feels like, oh-oh-oh-oh-oh-oh
'Cause baby, when you're gone
All it does is rain
'Cause when I'm sitting in the bar
All the lovers with umbrellas always pass me by
It's like I'm living in the dark
And my heart's turned cold since you left my life
And no matter where I go
I know if I'm alone, there'll be no blue sky
I don't know what I'm doing wrong
Baby, when you're gone
All it does is rain, rain, rain down on me
Each drop is pain, pain, pain when you leave
It's such a shame we fucked it up, you and me
'Cause baby, when you're gone
All it does is rain
And it feels like, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh
And it feels like, oh-oh-oh-oh-oh-oh
'Cause baby, when you're gone
All it does is rain"
1301184233,2,Queen,I Want to Break Free,"I want to break free
I want to break free
I want to break free from your lies
You're so self satisfied I don't need you
I've got to break free
God knows, God knows I want to break free.
I've fallen in love
I've fallen in love for the first time
And this time I know it's for real
I've fallen in love, yeah
God knows, God knows I've fallen in love.
It's strange but it's true
I can't get over the way you love me like you do
But I have to be sure
When I walk out that door
Oh how I want to be free, Baby
Oh how I want to be free,
Oh how I want to break free.
But life still goes on
I can't get used to, living without, living without,
Living without you by my side
I don't want to live alone, hey
God knows, got to make it on my own
So baby can't you see
I've got to break free.
I've got to break free
I want to break free, Yeah
I want, I want, I want, I want to break free
"
1301184233,3,Green Day,Boulevard of Broken Dreams,"I walk a lonely road
The only one that I have ever known
Don't know where it goes
But it's home to me, and I walk alone
I walk this empty street
On the Boulevard of Broken Dreams
Where the city sleeps
And I'm the only one, and I walk alone
I walk alone, I walk alone
I walk alone, I walk a-
My shadow's the only one that walks beside me
My shallow heart's the only thing that's beating
Sometimes, I wish someone out there will find me
'Til then, I walk alone
Ah-ah, ah-ah, ah-ah, ah-ah
Ah-ah, ah-ah, ah-ah
I'm walking down the line
That divides me somewhere in my mind
On the borderline
Of the edge, and where I walk alone
Read between the lines
What's fucked up, and everything's alright
Check my vital signs
To know I'm still alive, and I walk alone
I walk alone, I walk alone
I walk alone, I walk a-
My shadow's the only one that walks beside me
My shallow heart's the only thing that's beating
Sometimes, I wish someone out there will find me
'Til then, I walk alone
Ah-ah, ah-ah, ah-ah, ah-ah
Ah-ah, ah-ah, I walk alone, I walk a-
I walk this empty street
On the Boulevard of Broken Dreams
Where the city sleeps
And I'm the only one, and I walk a-
My shadow's the only one that walks beside me
My shallow heart's the only thing that's beating
Sometimes, I wish someone out there will find me
'Til then, I walk alone
"
